ncode,title,author,genre,tags,is_anime,anime_id,monthly_rank_latest,bookmark_count_latest,updated_at,weekly_unique_latest,all_point_latest,all_hyoka_cnt_latest,episode_count_latest,story,impression_cnt_latest,review_cnt_latest,length,global_point_latest,daily_point_latest,weekly_point_latest,monthly_point_latest,general_lastup,novel_updated_at,biggenre,is_isekai_tensei,is_isekai_tenni,is_completed
N9717MF,ブスと言う言葉を知るのは何歳？,浅酉　唱,101,異世界転生 ギャグ ほのぼの 女主人公 西洋 近世 ハッピーエンド お見合い,False,,,964,2026-07-06,0.0,29204.0,3416.0,1.0,"７歳同士のお見合いで、いきなり罵倒された瞬間に、前世の記憶から助言が飛んできた。
リリアーナの純粋な疑問が、お見合いの場を凍らせた。

一目惚れしたのに、リリアーナを罵倒してしまった侯爵令息と、リリアーナのお見合いはどうなる？",54.0,0.0,2702.0,31132.0,10.0,106.0,1448.0,,,1.0,1.0,0.0,0.0
N5498MC,テンプレートに物申す花嫁,ひつじ,101,女主人公 テンプレート 天使な旦那様 新婚初夜,False,,,1259,2026-07-13,0.0,29130.0,3325.0,1.0,"ほとんど話をしてこなかった旦那様と迎える初夜、テンプレートなあのセリフが放たれた。
言葉の鋭すぎる花嫁・ミュリエルは、旦那様ルシウスの戸惑いとともに、あるあるな初夜を覆す。",15.0,0.0,4706.0,31648.0,20.0,184.0,1588.0,,,1.0,0.0,0.0,0.0
N6599MG,お心のままに動いた結果でしょう？,シエル,201,コミックルーム大賞 アイリスIF9大賞 ＥＳＮ大賞１１ シリアス 女主人公 西洋 BK小説大賞2 集英社小説大賞７ ＢＷＫ大賞１ HJ大賞7 婚約破棄 断罪 異父妹 不貞 王族,False,,202,7889,2026-08-31,0,28898,3280,44,"



「アンネリーゼ・フォン・アルバ公爵令嬢！」

「……はい、お呼びでしょうか。殿下」


王立学園の卒業パーティーの最中、筆頭公爵令嬢であるアンネリーゼは、婚約者であるフェリクス王太子殿下に高らかに名前を呼ばれた。


「アンネリーゼ。君は『妹』であるアマーリエ・フォン・アイヒェン侯爵令嬢を虐げた。いくら父親が違うとはいえ、血の繋がった『妹』に対する態度ではない。君との婚約は破棄する！」


異父妹を『妹』と呼び続け、心を移した王太子。


その結末がどうであれ、貴方が心のままに動いた結果でしょう？





※ 中世ヨーロッパ風の世界観です。
※ ご都合主義ですので、ご了承下さい。
※ 一応、AIで誤字脱字入れてますが抜けがあるかもしれません。",470,0,134949,44648,92,932,10762,,,2,0,0,0
N7620ME,【コミカライズ進行中】隣国に留学に行った婚約者（王太子）が悪役令嬢を連れて帰ってきた,せいかな,101,ほのぼの ハッピーエンド ラブコメ 王太子 貴族令嬢 恋愛小説 王道設定 グーパンチ,False,,,871,2026-06-29,0.0,27338.0,3143.0,1.0,"侯爵令嬢のミランダには大好きな恋愛小説がある。人気の悪役令嬢モノの王道ストーリー──。
国の王子から婚約破棄され冤罪で断罪される公爵令嬢。そこへ颯爽と現れるのは留学中の隣国の王太子。彼は公爵令嬢の冤罪を晴らし求婚し、そして彼女を自国へと連れ帰ってくる。
そんなよくある話と同じことを、ミランダの婚約者である王太子ステファンは隣国留学中にやったらしい。
ミランダの大好きな恋愛小説と同じ展開ではあるが──。
──いやいやいや……！　婚約者がいる王太子殿下がそれをやっちゃダメでしょう…………！？

＊＊＊

（2026.5.23後書きにSS追加しました）
コミカライズが決定しました！皆さまありがとうございます！",20.0,0.0,10820.0,29080.0,2.0,74.0,1614.0,,,,,,
N6070MF,「どれだけ顔の良い幼馴染みだったとしても両想いになれるとは限らないし、ツンデレなんて性格も相手にデレが伝わってなければ、ただの性格の悪いクズ野郎にしか思えないから」そう少女は吐き捨てた,楓本,102,シリアス 女主人公 現代 幼馴染み 因果応報 女主はハッピーエンド 幼馴染みへざまぁあり,False,,,1177,2026-07-13,0.0,26732.0,2978.0,1.0,"春寺和には、男の幼馴染みがいた。かっこよくて、賢くて、和のことを見つけてくれる、人気者な幼馴染みが。
優しい両親がいた。和と幼馴染みの幸せを願ってくれる、優しい両親が。
見守ってくれる人たちがいた。和と幼馴染みを応援してくれる人たちが。

春寺和は恵まれている。そう、恵まれていると誰しもが思っている。
「息がし辛い」と深海に沈んでいる和には、誰も気づかないままに。

※タイトル通りの作品です
※5/29に活動報告で質問への回答と続編について記載しました",76.0,1.0,14532.0,29086.0,0.0,42.0,2382.0,,,1.0,0.0,0.0,0.0
N3541MH,石橋を叩いて渡って、追いかけて,立花 みどり,101,ＢＷＫ大賞１ 女主人公 西洋 ハッピーエンド すれ違い 溺愛 騎士,False,,,1205,2026-07-13,0.0,26666.0,2990.0,1.0,"騎士団の事務を務めるマエラは、本来ならば石橋を叩いて渡るような慎重な性格だ。でも数年に一度、行動力のタガが外れることがある。

「明日、仕事やめよう」

とあるきっかけで突然仕事を辞めて遠方に引っ越したマエラと、マエラに惚れて追いかける騎士の話です。",16.0,0.0,23695.0,29076.0,16.0,116.0,4826.0,,,1.0,0.0,0.0,0.0
N9803LT,侯爵令嬢リスティ・オートルの初恋,宮澤,101,ほのぼの 女主人公 学園 恋愛 年の差,False,,,1037,2026-07-13,0.0,26908.0,3006.0,1.0,リスティはこの国で1番王子に相応しいとされる令嬢である。そして彼女は恋をした。初恋だった。,22.0,0.0,11098.0,28982.0,0.0,146.0,1998.0,,,1.0,0.0,0.0,0.0
N4241MI,彼女は騎士科の仲間なのだ。男友達みたいなものだよ～ちょっと、婚約者相手だからって、フィリップったら言いすぎだよ！（笑）～,赤林檎,101,ボーイズラブ シリアス 女主人公 西洋 学園 中世 ハッピーエンド ざまあ ざまぁ 男色なの？ コメディー,False,,,1575,2026-08-17,0.0,43030.0,4954.0,1.0,"　伯爵令嬢マドレーヌは、二歳年上の伯爵令息フィリップと婚約している。

　フィリップは王立学園の騎士科を卒業したら騎士になる予定で、同級生のサバサバした男爵令嬢ニコルと『騎士の男同士のような付き合い』をしている。

　マドレーヌは騎士団に行き、実際の『騎士の男同士の付き合い』を確認することにした。そこで出会った女性騎士アンヌに協力してもらい、騎士たちにフィリップとニコルの様子を実演してみせる。

　アンヌは中性的で美しいけれど、女性騎士ではなく第四王子なのだが……。

　果たして、マドレーヌの運命は――？

※BLは保険です。",24.0,0.0,6831.0,46180.0,34.0,468.0,1404.0,,,1.0,0.0,0.0,0.0
N5289MG,婚約破棄の現場で「貴族らしからぬ素直さ」と殿下に絶賛されたので、ぶっちゃけストーカーされて大迷惑だった件を素直にぶちまけてみた,あらいサラ,101,ギャグ 女主人公 学園 ざまぁ 王子 婚約破棄,False,,,643,2026-07-13,0.0,26818.0,3104.0,1.0,"「アリアは貴族らしくない『素直な表現』をする、愛らしくて清らかな少女なのだ！」

婚約破棄の現場で、第一王子からそう褒められたからには仕方がありません。アリアは思ったことを『素直に』口にすることにしました。

「殿下、もしかして考えるの苦手なのですか？」
「無職（ニート）確定の元王子を我が家が引き取るメリットとは？」
「ぶっちゃけ、もの凄く迷惑でした！」

さくっと読めるざまぁ短編です。",37.0,0.0,2214.0,28104.0,0.0,70.0,1422.0,,,1.0,0.0,0.0,0.0
N7983MF,政略結婚した継母ですが、怯えていた子供が最近笑顔を見せてくれるようになりました,セトガワ　トウ,101,R15 女主人公 継母 公爵 継子 愛情 政略結婚 偽装,False,,,922,2026-07-06,0.0,25432.0,2868.0,1.0,本物の母親になるつもりはない。そう決めた継母のルミネだったが、子供と接していくうちに僅かながら心に変化が訪れる話。,87.0,0.0,6245.0,27276.0,0.0,46.0,3314.0,,,1.0,0.0,0.0,0.0
N8331MH,『病弱』な幼馴染、そして終わり,月森香苗,302,残酷な描写あり 婚約解消 病弱な幼馴染 男主人公,False,,,837,2026-07-20,0.0,26400.0,3106.0,1.0,ある日王家より一通の招待状が届いた。,24.0,0.0,4563.0,28074.0,32.0,104.0,1532.0,,,3.0,0.0,0.0,0.0
N9431LU,降嫁先がいいところだった,高月水都,101,残酷な描写あり ＢＷＫ大賞１ 降嫁 父のお気に入り 足が不自由 杖,False,,,635,2026-07-06,0.0,25610.0,2959.0,1.0,"　政略結婚の駒になるだろうと思っていたヘアラは父がいきなり気に入ったからという理由で宰相の養子の元に嫁ぐことが決まった。
　父曰く――自分に一番似ているお前なら必ず気に入るだろうと。
　そうして、出会ったアーティは足が不自由で常に杖を使用している好青年で――。",12.0,0.0,4767.0,26880.0,2.0,64.0,1652.0,,,1.0,0.0,0.0,0.0
N9175MC,テンプレートをはたき落とす夫人,ひつじ,101,女主人公 テンプレート 夜会 王宮,False,,,832,2026-07-06,0.0,25526.0,2886.0,1.0,"超スピード政略結婚の集大成として王宮の夜会に出席したミュリエルと旦那様。社交を頑張ったあとで一息つこうとしていると、ご令嬢からテンプレートの絡みを受ける。それに対してミュリエルは、そもそもの言い分について疑問を呈す。

＊＊＊＊＊＊＊
シリーズ2話目です。ここからだと分かりにくいですすみませんm(_ _)m",15.0,0.0,8242.0,27190.0,16.0,166.0,2194.0,,,1.0,0.0,0.0,0.0
N4768MF,聖女に選ばれたのは姉ではなく自分でした,ぴょる,201,ラブコメ 聖女 婚約破棄,False,,,859,2026-07-13,0.0,25600.0,2952.0,1.0,"姉は武芸一筋、一方自分は刺繍やドレスが大好き。
何もかも正反対の双子として生きてきた。
そんなある日、聖女検査の日がやってきた。
姉が神石に手をかざすと、青い光が輝いた。
自分が神石に手をかざすと、金の光が輝いた。
聖女に選ばれたのは、姉ではなく自分だった。
そんなのありえない。だって自分は……",41.0,0.0,12494.0,27318.0,70.0,452.0,1658.0,,,2.0,0.0,0.0,0.0
N0520ME,病弱な幼馴染のために娘の部屋を明け渡せと言われたので、夫ごと捨てます～前世で読んだ物語では娘が死んでから溺愛されるそうですが、そんな展開はお断りです～,小竹X,101,異世界転生 女主人公 西洋 近世 魔法 ハッピーエンド 政略結婚 冷遇夫 病弱な幼馴染 娘 母娘 離縁 ざまぁ もう遅い 公爵夫人,False,,,4493,2026-08-03,0.0,21782.0,2563.0,82.0,"侯爵夫人ノエリアは、夫ギルベルトから冷遇されながらも、三歳の娘リュシーを守って暮らしていた。リュシーは少しの冷えでも高熱を出す体質で、南向きの療養室とノエリアの地味な《ぬくもり魔法》だけが、娘を健やかに保っている。

そんなある日、夫は病弱な幼馴染リリアを屋敷に住まわせると言い出した。

「リリアには暖かい部屋が必要だ。君とリュシーの部屋を明け渡してくれ」

その言葉を聞いた瞬間、ノエリアは前世の記憶を思い出す。ここは前世で読んだ少女小説の世界。自分は冷遇されても耐え続ける妻で、娘リュシーは、母が夫の幼馴染を看病している間に冷えた部屋で命を落とす。その死をきっかけに夫は妻への愛に気づき、物語は“溺愛”へ進む。

冗談ではない。

夫に愛されるより、娘が今日も温かい部屋で眠れることの方が大事だ。

「分かりました。では、離縁しましょう」

娘の部屋を奪われる前に、ノエリアは屋敷を出る。持参金、療養契約、娘の薬帳、そして夫が見向きもしなかった小さな命を抱えて。

一方、ノエリアの《ぬくもり魔法》と管理に支えられていた侯爵家は、彼女が去った途端、静かに崩れ始める。

これは、冷遇された妻が娘を守るため夫を捨て、暖かな居場所と本当の愛を取り戻す物語。",16.0,0.0,145780.0,30768.0,34.0,196.0,1398.0,,,1.0,1.0,0.0,0.0
N0585MH,聖女候補の面接で「志望動機は？」と聞かれました,あゆと,201,AI直接使用,False,,,887,2026-07-13,0.0,25556.0,2897.0,1.0,聖女候補の面接で「志望動機は？」と聞かれました,31.0,0.0,6646.0,27330.0,18.0,136.0,10090.0,,,2.0,0.0,0.0,0.0
N4405MH,みんな幸せね！,月森香苗,302,R15 残酷な描写あり 伯爵令嬢,False,,,697,2026-07-13,0.0,25466.0,2936.0,1.0,コーネル伯爵家のミシェリアは、呼び出された部屋に赴いて大声で叫ぶことになった。※初手で人が死んでいます。,24.0,0.0,6700.0,26860.0,30.0,156.0,2168.0,,,3.0,0.0,0.0,0.0
N9599MF,公爵令嬢と子爵令息の婚約。自由にしてあげてと言われましても,清河,101,シリアス 身分差 微ざまぁ 権力の使い方 政略結婚,False,,,807,2026-06-29,0.0,24560.0,2900.0,1.0,"「ロバート様を解放してあげてください！」そう言ってマーガレットの元へ乗り込んで来た男爵令嬢フローラ。
身分差の婚約とその真実について。",24.0,0.0,6354.0,26174.0,0.0,244.0,7576.0,,,,,,
N4416MI,談話室にて～転生令嬢は暗躍しないのである,瀬嵐しるん,201,異世界転生 ほのぼの 女主人公 西洋 近代 ハッピーエンド,False,,,1591,2026-08-17,0.0,46016.0,5207.0,1.0,ある日のこと、王城で文官をしている父が帰るなり『謹慎処分になってしまった』と言い出す。この一大事に一家は……,47.0,1.0,6893.0,49198.0,64.0,478.0,1540.0,,,2.0,1.0,0.0,0.0
N4235MG,護衛の述懐,豊川颯希,302,残酷な描写あり シリアス 男主人公 ヒストリカル 西洋風 騎士,False,,,857,2026-07-13,0.0,24734.0,2707.0,1.0,婚約者が、王太子の側妃になった。その知らせは、オルグの描いていた未来を粉々にし、その後の彼の人生を大きく変えた。【とある王国の物語シリーズ第三弾】,14.0,0.0,11977.0,26448.0,2.0,88.0,2188.0,,,3.0,0.0,0.0,0.0
N9673MF,あなたを好きだと言いましたっけ？,四折　柊,101,ハッピーエンド 異世界 恋愛,False,,,1035,2026-07-13,0.0,24436.0,2796.0,5.0,公爵令嬢カロリーナは本好きの友人、略して『本友』である伯爵子息サミュエルと、公爵邸敷地内にある本屋敷限定で交流を温めていた。ある日サミュエルはルールを破って本屋敷の本を持ち出した。それを咎めると横柄な態度で不満そうにした。さらにサミュエルはカロリーナが自分のことを好きだと思い込んでいたようで……。全5話。他サイトでも公開しています。,0.0,0.0,19456.0,26506.0,6.0,126.0,1422.0,,,1.0,0.0,0.0,0.0
N9464MF,生涯一度の「真実の愛」。代償を差し出してまで宣言されるなんてロマンチックですわね……え、ご存じない？,宗像　凪,202,シリアス 女主人公 婚約破棄 ざまぁ 王女 ダーク 謀略 復讐,False,,,1068,2026-07-20,0.0,24660.0,2850.0,2.0,シュトラーデンの王女ユスティーナは、十歳の時に隣国ルーヴェルンの王太子クローヴィスの婚約者となり、将来の王妃としての教育を受けるためルーヴェルンの王宮へ送られた。しかし彼女を待っていたのは、敵国の王女として冷遇される日々だった。婚約者であるクローヴィスも、ユスティーナに冷たく言い放つ。「所詮は敵国の娘を人質に取っているに過ぎん。わきまえていろ」と。十年後、先王の急死により即位したクローヴィスは、即位式の場でユスティーナとの婚約を破棄し、寵愛する伯爵令嬢ミレイユに「真実の愛」を誓ってみせた。それはルーヴェルン王国の伝説に倣った、華々しい愛の宣言であった。その「真実の愛」に、どれほどの代償が伴うか。新王も、貴族たちも、誰一人として知らない。知っているのは、十年を人質として過ごした敵国の王女と、彼女を弟子として慈しんだ老神官だけだった。,21.0,0.0,22346.0,26796.0,14.0,136.0,1364.0,,,2.0,0.0,0.0,0.0
